Gene	Gene_ID	Locus	Gene_Size	Mut_Freq	Muts_per_Mbp	Mean_Gain	Mean_Loss	Selected	Num_Lists	fmi_cdx_324	fmi_heme_407	tcga_pancan_299	oncokids_170	goal_core_497	resistance_77	tempus_xt_648	pgdx_elio_505	msk_impact_505	trusight_523	profile_447	mayo_neuro_148	chop_solid_309	intogen_568	chop_heme_211	mayo_heme_42	join_all_1396	goal_full_2640	summary
CASQ2	ENSG00000118729	01p13.1	2637	0.0393951	14.94	2.6220	1.8845		0																		1	
IGSF3	ENSG00000143061	01p13.1	7374	0.229147	31.07	2.6193	1.8853		0																		1	
DDX20	ENSG00000064703	01p13.2	5371	0.0235985	4.39	2.5726	1.8811		0																		1	
HIPK1	ENSG00000163349	01p13.2	8855	0.103545	11.69	2.5948	1.8806		0																		1	
KCND3	ENSG00000171385	01p13.2	7895	0.0394914	5.00	2.5733	1.8803		0																		1	
LRIG2	ENSG00000198799	01p13.2	11638	0.0451743	3.88	2.5863	1.8807		0																		1	
NGF	ENSG00000134259	01p13.2	1171	0.0478713	40.88	2.6140	1.8838		0																		1	
PTPN22	ENSG00000134242	01p13.2	4010	0.0183972	4.59	2.5946	1.8807		1							1										1	1	
SLC16A1	ENSG00000155380	01p13.2	4532	0.0190715	4.21	2.5829	1.8810		0																		1	
TRIM33	ENSG00000197323	01p13.2	8449	0.0322674	3.82	2.6002	1.8817		1														1			1	1	
WNT2B	ENSG00000134245	01p13.2	12280	0.0449817	3.66	2.5766	1.8805		0																		1	
AHCYL1	ENSG00000168710	01p13.3	4707	0.0220574	4.69	2.5839	1.8814		0																		1	
CSF1	ENSG00000184371	01p13.3	4715	0.0258139	5.47	2.5853	1.8817		1								1									1	1	
GSTM1	ENSG00000134184	01p13.3	1462	0.04267	29.19	2.5968	1.8784		0																		1	
LRIF1	ENSG00000121931	01p13.3	3518	0.0157003	4.46	2.5750	1.8818		0																		1	
PSRC1	ENSG00000134222	01p13.3	1967	0.0106916	5.44	2.5821	1.8819		0																		1	
SLC16A4	ENSG00000168679	01p13.3	2685	0.0563475	20.99	2.5777	1.8817		0																		1	
SORT1	ENSG00000134243	01p13.3	7412	0.0313042	4.22	2.5815	1.8821		0																		1	
COL11A1	ENSG00000060718	01p21.1	8686	0.095839	11.03	2.5917	1.8832		0																		1	
CDC14A	ENSG00000079335	01p21.2	5229	0.0168561	3.22	2.5804	1.8807		0																		1	
S1PR1	ENSG00000170989	01p21.2	3319	0.0108842	3.28	2.5798	1.8812		0																		1	
VCAM1	ENSG00000162692	01p21.2	3137	0.0385282	12.28	2.5797	1.8798		0																		1	
DPYD	ENSG00000188641	01p21.3	5703	0.0357349	6.27	2.5892	1.8839		1							1										1	1	
CCDC18	ENSG00000122483	01p22.1	5580	0.0481603	8.63	2.5949	1.8816		0																		1	
CDC7	ENSG00000097046	01p22.1	3463	0.0242728	7.01	2.5930	1.8834		0																		1	
GFI1	ENSG00000162676	01p22.1	4868	0.0121364	2.49	2.5937	1.8822		0																		1	
GLMN	ENSG00000174842	01p22.1	2082	0.0104989	5.04	2.5937	1.8835		0																		1	
TGFBR3	ENSG00000069702	01p22.1	6986	0.0280293	4.01	2.5904	1.8837		0																		1	
GBP2	ENSG00000162645	01p22.2	4132	0.0162782	3.94	2.5965	1.8862		0																		1	
CLCA2	ENSG00000137975	01p22.3	3991	0.0237912	5.96	2.6003	1.8882		0																		1	
AK5	ENSG00000154027	01p31.1	4588	0.0203236	4.43	2.6209	1.8951		0																		1	
LRRC7	ENSG00000033122	01p31.1	29658	0.0918898	3.10	2.6138	1.8999		0																		1	
NEXN	ENSG00000162614	01p31.1	3443	0.0208052	6.04	2.6200	1.8934		0																		1	
AK4	ENSG00000162433	01p31.3	7316	0.00606819	0.83	2.6127	1.9023		0																		1	
DIRAS3	ENSG00000162595	01p31.3	2065	0.00645348	3.13	2.6165	1.9014		0																		1	
DOCK7	ENSG00000116641	01p31.3	8220	0.0886149	10.78	2.6292	1.9032		0																		1	
IL12RB2	ENSG00000081985	01p31.3	6020	0.0200347	3.33	2.6017	1.9002		0																		1	
ROR1	ENSG00000185483	01p31.3	6631	0.0743595	11.21	2.6183	1.9024		0																		1	
MYSM1	ENSG00000162601	01p32.1	9995	0.0213832	2.14	2.6335	1.9043		0																		1	
TACSTD2	ENSG00000184292	01p32.1	1824	0.0116548	6.39	2.6331	1.9044		0																		1	
PLPP3	ENSG00000162407	01p32.2	3297	0.007513	2.28	2.6118	1.9044		0																		1	
DMRTA2	ENSG00000142700	01p32.3	3180	0.00789829	2.48	2.6125	1.9062		0																		1	
EPS15	ENSG00000085832	01p32.3	5263	0.0184935	3.51	2.6124	1.9056		1														1			1	1	
LRRC42	ENSG00000116212	01p32.3	1800	0.00895781	4.98	2.6199	1.9073		0																		1	
MAGOH	ENSG00000162385	01p32.3	676	0.00414178	6.13	2.6145	1.9060		0																		1	
CMPK1	ENSG00000162368	01p33	3536	0.0416105	11.77	2.6125	1.9104		0																		1	
STIL	ENSG00000123473	01p33	5300	0.0742631	14.01	2.6133	1.9057		1														1			1	1	
KIF2C	ENSG00000142945	01p34.1	3304	0.0364092	11.02	2.6289	1.9143		0																		1	
PLK3	ENSG00000173846	01p34.1	2400	0.0186862	7.79	2.6272	1.9146		0																		1	
POMGNT1	ENSG00000085998	01p34.1	3795	0.0169524	4.47	2.6218	1.9125		0																		1	
UROD	ENSG00000126088	01p34.1	2515	0.00992102	3.94	2.6251	1.9147		1											1						1	1	
CDC20	ENSG00000117399	01p34.2	1847	0.0641495	34.73	2.6452	1.9135		0																		1	
SLC2A1	ENSG00000117394	01p34.2	3743	0.0122327	3.27	2.6578	1.9126		0																		1	
AGO4	ENSG00000134698	01p34.3	7344	0.0729147	9.93	2.6078	1.9024		0																		1	
DLGAP3	ENSG00000116544	01p34.3	3969	0.0801387	20.19	2.5924	1.8999		0																		1	
EPHA10	ENSG00000183317	01p34.3	6840	0.0613562	8.97	2.6323	1.9087		0																		1	
MAP7D1	ENSG00000116871	01p34.3	3638	0.0432479	11.89	2.6178	1.9036		0																		1	
SFPQ	ENSG00000116560	01p34.3	3780	0.012907	3.41	2.5967	1.8996		0																		1	
UTP11	ENSG00000183520	01p34.3	2055	0.00462339	2.25	2.6381	1.9089		0																		1	
AK2	ENSG00000004455	01p35.1	8907	0.42015	47.17	2.5864	1.8923		0																		1	
ZNF362	ENSG00000160094	01p35.1	3223	0.0122327	3.80	2.5848	1.8935		0																		1	
ZSCAN20	ENSG00000121903	01p35.1	5286	0.025236	4.77	2.5833	1.8936		0																		1	
RAB42	ENSG00000188060	01p35.3	2212	0.00462339	2.09	2.5401	1.8664		0																		1	
TAF12	ENSG00000120656	01p35.3	1696	0.00481603	2.84	2.5401	1.8668		0																		1	
YTHDF2	ENSG00000198492	01p35.3	2957	0.0110769	3.75	2.5407	1.8683		0																		1	
MDS2	ENSG00000197880	01p36	1809	0.00924677	5.11	2.5366	1.8591		0																		1	
RPL11	ENSG00000142676	01p36.11	1408	0.00452707	3.22	2.5367	1.8591		0																		1	
RPS6KA1	ENSG00000117676	01p36.11	3807	0.0247544	6.50	2.5240	1.8574		0																		1	
WASF2	ENSG00000158195	01p36.11	5717	0.0879407	15.38	2.5313	1.8601		0																		1	
CDC42	ENSG00000070831	01p36.12	15907	0.0113658	0.71	2.5429	1.8593		1									1								1	1	A small GTPase, is infrequently altered in cancer.
EPHB2	ENSG00000133216	01p36.12	12175	0.0915045	7.52	2.5469	1.8592		1							1										1	1	
HSPG2	ENSG00000142798	01p36.12	14729	0.260451	17.68	2.5442	1.8594		1														1			1		
KDM1A	ENSG00000004487	01p36.12	3212	0.0358312	11.16	2.5418	1.8575		0																		1	
SH2D5	ENSG00000189410	01p36.12	3938	0.0233096	5.92	2.5432	1.8593		0																		1	
WNT4	ENSG00000162552	01p36.12	3988	0.0262955	6.59	2.5424	1.8595		0																		1	
ARHGEF10L	ENSG00000074964	01p36.13	4952	0.0428626	8.66	2.5438	1.8604		1														1			1		
CAPZB	ENSG00000077549	01p36.13	7427	0.0131959	1.78	2.5446	1.8591		0																		1	
FBXO42	ENSG00000037637	01p36.13	6267	0.0235022	3.75	2.5550	1.8603		0																		1	
NBL1	ENSG00000158747	01p36.13	3315	0.0104026	3.14	2.5455	1.8594		0																		1	
PLA2G2A	ENSG00000188257	01p36.13	1054	0.00674244	6.40	2.5430	1.8592		0																		1	
PLA2G5	ENSG00000127472	01p36.13	1938	0.00385282	1.99	2.5427	1.8593		0																		1	
CTRC	ENSG00000162438	01p36.21	3515	0.00857253	2.44	2.5582	1.8609		1							1										1		
PLEKHM2	ENSG00000116786	01p36.21	4214	0.0298594	7.09	2.5607	1.8598		0																		1	
PRDM2	ENSG00000116731	01p36.21	9691	0.175303	18.09	2.5719	1.8586		1														1			1		
CASZ1	ENSG00000130940	01p36.22	8610	0.0692545	8.04	2.5735	1.8554		1														1			1	1	
FBXO2	ENSG00000116661	01p36.22	1311	0.00905413	6.91	2.5644	1.8587		0																		1	
FBXO44	ENSG00000132879	01p36.22	3559	0.014737	4.14	2.5645	1.8591		0																		1	
FBXO6	ENSG00000116663	01p36.22	1468	0.0112695	7.68	2.5646	1.8593		0																		1	
MTHFR	ENSG00000177000	01p36.22	8653	0.019842	2.29	2.5665	1.8593		1							1										1	1	
NPPB	ENSG00000120937	01p36.22	720	0.00471971	6.56	2.5673	1.8598		0																		1	
PEX14	ENSG00000142655	01p36.22	1958	0.0113658	5.80	2.5675	1.8540		0																		1	
TNFRSF1B	ENSG00000028137	01p36.22	3742	0.0239838	6.41	2.5648	1.8604		0																		1	
ENO1	ENSG00000074800	01p36.23	1895	0.0146407	7.73	2.5672	1.8493		0																		1	
ACOT7	ENSG00000097021	01p36.31	3458	0.012618	3.65	2.5749	1.8437		0																		1	
CHD5	ENSG00000116254	01p36.31	10018	0.122616	12.24	2.5751	1.8424		0																		1	
PLEKHG5	ENSG00000171680	01p36.31	5357	0.327008	61.04	2.5743	1.8454		0																		1	
HES5	ENSG00000197921	01p36.32	1336	0.00250433	1.87	2.6061	1.8555		0																		1	
MEGF6	ENSG00000162591	01p36.32	7964	0.065498	8.22	2.6017	1.8536		0																		1	
PRDM16	ENSG00000142611	01p36.32	8804	0.0510499	5.80	2.5986	1.8536		0																		1	
PRDM16-DT	ENSG00000177133	01p36.32	441	0.00346754	7.86	2.5998	1.8529		0																		1	
TP73	ENSG00000078900	01p36.32	5623	0.0266808	4.74	2.5993	1.8533		0																		1	
FAAP20	ENSG00000162585	01p36.33	1803	0.00693508	3.85	2.6201	1.8557		0																		1	
ITGA10	ENSG00000143127	01q21.1	5290	0.0817762	15.46	3.1799	1.9139		0																		1	
RBM8A	ENSG00000265241	01q21.1	4933	0.00414178	0.84	3.1799	1.9139		0																		1	
FCGR1A	ENSG00000150337	01q21.2	2204	0.00500867	2.27	3.1714	1.9820		0																		1	
H4C14	ENSG00000270882	01q21.2	587			3.1751	1.9828		0																		1	
H4C15	ENSG00000270276	01q21.2	1136			3.1731	1.9826		0																		1	
PDE4DIP	ENSG00000178104	01q21.2	20097	0.218648	10.88	3.1530	1.9815		1														1			1	1	
VPS45	ENSG00000136631	01q21.2	3078	0.00943941	3.07	3.1892	1.9838		0																		1	
ARNT	ENSG00000143437	01q21.3	4967	0.075708	15.24	3.2131	1.9828		0																		1	
CRCT1	ENSG00000169509	01q21.3	726	0.0143518	19.77	3.1613	1.9805		0																		1	
CTSS	ENSG00000163131	01q21.3	3982	0.0409362	10.28	3.2161	1.9831		0																		1	
FLG	ENSG00000143631	01q21.3	12805	0.562608	43.94	3.1703	1.9824		0																		1	
HAX1	ENSG00000143575	01q21.3	1201	0.255827	213.01	3.1427	1.9830		0																		1	
HRNR	ENSG00000197915	01q21.3	9641	0.861973	89.41	3.1726	1.9827		0																		1	
IL6R	ENSG00000160712	01q21.3	6068	0.0391061	6.44	3.1433	1.9829		1							1										1	1	
KCNN3	ENSG00000143603	01q21.3	13643	0.308515	22.61	3.1405	1.9812		0																		1	
MLLT11	ENSG00000213190	01q21.3	2491	0.00192641	0.77	3.2049	1.9831		0																		1	
NPR1	ENSG00000169418	01q21.3	4273	0.0796571	18.64	3.1466	1.9824		0																		1	
NUP210L	ENSG00000143552	01q21.3	6049	0.128973	21.32	3.1452	1.9827		1												1					1		
RPS27	ENSG00000177954	01q21.3	368	0.000866885	2.36	3.1450	1.9829		0																		1	
SHC1	ENSG00000160691	01q21.3	3662	0.0358312	9.78	3.1470	1.9822		0																		1	
TCHH	ENSG00000159450	01q21.3	7007	0.190137	27.14	3.1788	1.9832		0																		1	
TPM3	ENSG00000143549	01q21.3	10390	0.0037565	0.36	3.1436	1.9830		0																		1	
ZNF687	ENSG00000143373	01q21.3	5418	0.0604893	11.16	3.2006	1.9835		0																		1	
FDPS	ENSG00000160752	01q22	1691	0.00972838	5.75	3.1424	1.9813		1							1										1		
GBA	ENSG00000177628	01q22	2559	0.0197457	7.72	3.1448	1.9810		1											1						1	1	
LMNA	ENSG00000160789	01q22	5386	0.0514352	9.55	3.1300	1.9802		1							1										1	1	
MUC1	ENSG00000185499	01q22	4322	0.0352533	8.16	3.1489	1.9820		0																		1	
RHBG	ENSG00000132677	01q22	1830	0.0364092	19.90	3.1187	1.9801		0																		1	
ARHGEF11	ENSG00000132694	01q23.1	7425	0.0476787	6.42	3.1118	1.9786		0																		1	
FCRL4	ENSG00000163518	01q23.1	3514	0.0164708	4.69	3.1115	1.9778		0																		1	
PEAR1	ENSG00000187800	01q23.1	5071	0.0509536	10.05	3.1135	1.9793		0																		1	
PRCC	ENSG00000143294	01q23.1	2096	0.0376613	17.97	3.1099	1.9798		1							1										1	1	
AIM2	ENSG00000163568	01q23.1-q23.2	1418	0.0456559	32.20	3.1208	1.9785		0																		1	
ATF6	ENSG00000118217	01q23.3	7534	0.0155076	2.06	3.1552	1.9769		0																		1	
FCGR2B	ENSG00000072694	01q23.3	2161	0.0921788	42.66	3.1600	1.9772		0																		1	
HSD17B7	ENSG00000132196	01q23.3	1439	0.00549027	3.82	3.1562	1.9787		0																		1	
PBX1	ENSG00000185630	01q23.3	7700	0.014737	1.91	3.1326	1.9776		0																		1	
UFC1	ENSG00000143222	01q23.3	912	0.00346754	3.80	3.1783	1.9790		0																		1	
TADA1	ENSG00000152382	01q24.1	2128	0.0118474	5.57	3.1221	1.9774		0																		1	
CD247	ENSG00000198821	01q24.2	1713	0.00356386	2.08	3.1154	1.9769		0																		1	
F5	ENSG00000198734	01q24.2	9354	0.0780196	8.34	3.1110	1.9746		1												1					1		
METTL18	ENSG00000171806	01q24.2	1531	0.00760932	4.97	3.1121	1.9759		0																		1	
PRRX1	ENSG00000116132	01q24.2	7770	0.0100173	1.29	3.1182	1.9767		1														1			1	1	
RCSD1	ENSG00000198771	01q24.2	5610	0.0244654	4.36	3.1163	1.9775		0																		1	
DNM3	ENSG00000197959	01q24.3	10698	0.0238875	2.23	3.1350	1.9775		0																		1	
MYOC	ENSG00000034971	01q24.3	2112	0.0231169	10.95	3.1286	1.9776		0																		1	
GAS5	ENSG00000234741	01q25.1	2417			3.0967	1.9744		0																		1	
RC3H1	ENSG00000135870	01q25.1	11534	0.0253323	2.20	3.0977	1.9737		0																		1	
ANGPTL1	ENSG00000116194	01q25.2	3567	0.0337122	9.45	3.0802	1.9758		0																		1	
LHX4	ENSG00000121454	01q25.2	5868	0.0532653	9.08	3.0728	1.9737		0																		1	
NPHS2	ENSG00000116218	01q25.2	1906	0.0193604	10.16	3.0746	1.9745		0																		1	
RNASEL	ENSG00000135828	01q25.3	6157	0.0193604	3.14	3.0775	1.9748		0																		1	
RNF2	ENSG00000121481	01q25.3	3467	0.0167598	4.83	3.1104	1.9753		0																		1	
HMCN1	ENSG00000143341	01q25.3-q31.1	18796	0.213543	11.36	3.1204	1.9737		1												1					1	1	
PTGS2	ENSG00000073756	01q31.1	4550	0.0435369	9.57	3.1302	1.9720		0																		1	
TPR	ENSG00000047410	01q31.1	9926	0.0613562	6.18	3.1394	1.9733		0																		1	
RO60	ENSG00000116747	01q31.2	8827	0.0173377	1.96	3.1071	1.9666		0																		1	
CACNA1S	ENSG00000081248	01q32.1	6229	0.150549	24.17	3.0599	1.9720		0																		1	
ELK4	ENSG00000158711	01q32.1	11006	0.0115585	1.05	3.0640	1.9688		0																		1	
IGFN1	ENSG00000163395	01q32.1	11907	0.0495088	4.16	3.0787	1.9721		0																		1	
KDM5B	ENSG00000117139	01q32.1	13128	0.111539	8.50	3.0699	1.9728		1												1					1	1	
LEMD1	ENSG00000186007	01q32.1	1073	0.00288962	2.69	3.0736	1.9700		0																		1	
SLC45A3	ENSG00000158715	01q32.1	3411	0.0456559	13.38	3.0644	1.9688		1														1			1	1	
TNNT2	ENSG00000118194	01q32.1	1639	0.0116548	7.11	3.0570	1.9705		0																		1	
CR1	ENSG00000203710	01q32.2	10135	0.0941052	9.29	3.0429	1.9640		1														1			1		
ATF3	ENSG00000162772	01q32.3	2555	0.0037565	1.47	3.0255	1.9543		0																		1	
CENPF	ENSG00000117724	01q41	10418	0.0951647	9.13	3.0970	1.9554		0																		1	
MARK1	ENSG00000116141	01q41	5445	0.060393	11.09	3.0865	1.9587		0																		1	
SPATA17	ENSG00000162814	01q41	5842	0.0155076	2.65	3.1116	1.9574		0																		1	
TGFB2	ENSG00000092969	01q41	5984	0.0168561	2.82	3.1072	1.9579		0																		1	
USH2A	ENSG00000042781	01q41	20608	0.232614	11.29	3.1070	1.9563		1															1		1	1	
FBXO28	ENSG00000143756	01q42.11	5447	0.0216721	3.98	3.0676	1.9578		0																		1	
LEFTY2	ENSG00000143768	01q42.12	2203	0.0265845	12.07	3.0647	1.9588		0																		1	
OBSCN	ENSG00000154358	01q42.13	30764	0.288769	9.39	3.0648	1.9573		0																		1	
GNG4	ENSG00000168243	01q42.3	5218	0.00183009	0.35	3.0875	1.9558		0																		1	
IRF2BP2	ENSG00000168264	01q42.3	4671	0.0215758	4.62	3.1077	1.9550		0																		1	
LYST	ENSG00000143669	01q42.3	13696	0.17068	12.46	3.0869	1.9552		0																		1	
ACTN2	ENSG00000077522	01q43	5206	0.0353496	6.79	3.0935	1.9561		0																		1	
FMN2	ENSG00000155816	01q43	9185	0.198998	21.67	3.1236	1.9577		0																		1	
KMO	ENSG00000117009	01q43	5321	0.0372761	7.01	3.1079	1.9577		0																		1	
MTR	ENSG00000116984	01q43	10679	0.0615488	5.76	3.0930	1.9568		0																		1	
RGS7	ENSG00000182901	01q43	2652	0.027355	10.31	3.1163	1.9573		1														1			1	1	
RYR2	ENSG00000198626	01q43	17086	0.250433	14.66	3.1093	1.9576		0																		1	
HNRNPU	ENSG00000153187	01q44	9694	0.0366018	3.78	3.1101	1.9598		0																		1	
OR2M3	ENSG00000228198	01q44	9941	0.0143518	1.44	3.1017	1.9559		0																		1	
OR2M5	ENSG00000162727	01q44	943	0.226931	240.65	3.1039	1.9562		0																		1	
CD8A	ENSG00000153563	02p11.2	3085	0.0114621	3.72	2.7682	1.9759		0																		1	
TCF7L1	ENSG00000152284	02p11.2	3033	0.0271624	8.96	2.7700	1.9769		0																		1	
CTNNA2	ENSG00000066032	02p12	5715	0.0475824	8.33	2.7625	1.9736		0																		1	
HK2	ENSG00000159399	02p12	5871	0.0339048	5.77	2.7406	1.9740		0																		1	
LRRTM4	ENSG00000176204	02p12	4830	0.0382393	7.92	2.7602	1.9731		0																		1	
MRPL19	ENSG00000115364	02p12	8240	0.00664612	0.81	2.7536	1.9745		0																		1	
DCTN1	ENSG00000204843	02p13.1	5321	0.0368908	6.93	2.7395	1.9727		0																		1	
HTRA2	ENSG00000115317	02p13.1	1830	0.0145444	7.95	2.7399	1.9737		1														1			1		
MTHFD2	ENSG00000065911	02p13.1	4440	0.0175303	3.95	2.7378	1.9733		1							1										1		
EGR4	ENSG00000135625	02p13.2	2381	0.0195531	8.21	2.7371	1.9727		0																		1	
FBXO41	ENSG00000163013	02p13.2	7396	0.0244654	3.31	2.7377	1.9727		0																		1	
PRADC1	ENSG00000135617	02p13.2	1110	0.00558659	5.03	2.7374	1.9729		0																		1	
ANTXR1	ENSG00000169604	02p13.3	7207	0.0183009	2.54	2.7350	1.9705		0																		1	
FBXO48	ENSG00000204923	02p13.3	5715	0.00317858	0.56	2.7356	1.9709		0																		1	
ZNF638	ENSG00000075292	02p13.3-p13.2	7898	0.093142	11.79	2.7377	1.9723		0																		1	
ETAA1	ENSG00000143971	02p14	4981	0.0213832	4.29	2.7419	1.9710		1									1								1		A replication stress response protein, is infrequently mutated in human cancers.
PPP3R1	ENSG00000221823	02p14	3396	0.000674244	0.20	2.7343	1.9695		0																		1	
COMMD1	ENSG00000173163	02p15	923	0.00471971	5.11	2.7829	1.9731		0																		1	
MDH1	ENSG00000014641	02p15	1924	0.0070314	3.65	2.7602	1.9706		0																		1	
BCL11A	ENSG00000119866	02p16.1	13924	0.0376613	2.70	2.7809	1.9723		1														1			1	1	
SPTBN1	ENSG00000115306	02p16.2	13192	0.0841842	6.38	2.7637	1.9710		0																		1	
LRPPRC	ENSG00000138095	02p21	7074	0.0709882	10.04	2.7417	1.9658		0																		1	
SOCS5	ENSG00000171150	02p21	4938	0.00963206	1.95	2.7608	1.9667		0																		1	
CYP1B1	ENSG00000138061	02p22.2	5472	0.0227317	4.15	2.7350	1.9670		1							1										1	1	
EIF2AK2	ENSG00000055332	02p22.2	10344	0.0118474	1.15	2.7310	1.9671		0																		1	
PRKD3	ENSG00000115825	02p22.2	6344	0.0458486	7.23	2.7315	1.9667		0																		1	
STRN	ENSG00000115808	02p22.2	14246	0.0234059	1.64	2.7342	1.9674		1														1			1	1	
BIRC6	ENSG00000115760	02p22.3	15999	0.137642	8.60	2.7505	1.9680		1														1			1	1	
LTBP1	ENSG00000049323	02p22.3	6834	0.0561549	8.22	2.7426	1.9680		0																		1	
SRD5A2	ENSG00000277893	02p23.1	4539	0.0117511	2.59	2.7432	1.9686		0																		1	
YPEL5	ENSG00000119801	02p23.1	3160	0.00298594	0.94	2.7433	1.9703		0																		1	
BABAM2	ENSG00000158019	02p23.2	2050	0.0288962	14.10	2.7483	1.9676		1											1						1	1	
PLB1	ENSG00000163803	02p23.2	5778	0.0631863	10.94	2.7559	1.9693		0																		1	
PPP1CB	ENSG00000213639	02p23.2	5030	0.00520131	1.03	2.7543	1.9697		0																		1	
FKBP1B	ENSG00000119782	02p23.3	1098	0.00240801	2.19	2.7315	1.9632		0																		1	
NCOA1	ENSG00000084676	02p23.3	7631	0.0408399	5.35	2.7345	1.9636		1														1			1	1	
WDCP	ENSG00000163026	02p23.3	3864	0.0321711	8.33	2.7314	1.9629		0																		1	
DDX1	ENSG00000079785	02p24.3	2945	0.0111732	3.79	2.7654	1.9610		0																		1	
ID2	ENSG00000115738	02p25.1	2170	0.00231169	1.07	2.7397	1.9584		0																		1	
RRM2	ENSG00000171848	02p25.1	4395	0.0316895	7.21	2.7445	1.9582		0																		1	
SLC66A3	ENSG00000162976	02p25.1	1854	0.00414178	2.23	2.7365	1.9581		0																		1	
SOX11	ENSG00000176887	02p25.2	9006	0.0772491	8.58	2.7410	1.9587		0																		1	
PXDN	ENSG00000130508	02p25.3	6909	0.0586592	8.49	2.7507	1.9587		0																		1	
RPS7	ENSG00000171863	02p25.3	1212	0.00260065	2.15	2.7482	1.9599		0																		1	
TPO	ENSG00000115705	02p25.3	4751	0.0494124	10.40	2.7502	1.9578		0																		1	
AFF3	ENSG00000144218	02q11.2	10380	0.130611	12.58	2.7407	1.9743		1														1			1	1	
ARID5A	ENSG00000196843	02q11.2	3190	0.0141591	4.44	2.7825	1.9780		0																		1	An RNA binding protein, is infrequently mutated in a diverse range of cancers.
CHST10	ENSG00000115526	02q11.2	3050	0.00712772	2.34	2.7367	1.9753		0																		1	
RPL31	ENSG00000071082	02q11.2	4885	0.00414178	0.85	2.7350	1.9745		0																		1	
ZAP70	ENSG00000115085	02q11.2	2591	0.0235985	9.11	2.7744	1.9781		0																		1	
IL1R1	ENSG00000115594	02q11.2-q12.1	6410	0.0724331	11.30	2.7322	1.9731		0																		1	
FHL2	ENSG00000115641	02q12.2	6308	0.00818725	1.30	2.7160	1.9715		0																		1	
IL1B	ENSG00000125538	02q14.1	1535	0.0037565	2.45	2.7097	1.9677		0																		1	
TTL	ENSG00000114999	02q14.1	14295	0.0224427	1.57	2.7040	1.9677		0																		1	
DBI	ENSG00000155368	02q14.2	1470	0.00308226	2.10	2.7078	1.9620		0																		1	
BIN1	ENSG00000136717	02q14.3	2751	0.0181083	6.58	2.6781	1.9550		0																		1	
MAP3K2	ENSG00000169967	02q14.3	11095	0.0190715	1.72	2.6754	1.9545		0																		1	
NCKAP5	ENSG00000176771	02q21.2	7697	0.0674244	8.76	2.6655	1.9485		0																		1	
MCM6	ENSG00000076003	02q21.3	3821	0.022828	5.97	2.6632	1.9498		0																		1	
NEB	ENSG00000183091	02q23.3	27042	0.240705	8.90	2.6703	1.9561		0																		1	
RIF1	ENSG00000080345	02q23.3	15201	0.0523021	3.44	2.6704	1.9563		1											1						1	1	
ACVR1C	ENSG00000123612	02q24.1	9094	0.0302447	3.33	2.6916	1.9574		0																		1	
BAZ2B	ENSG00000123636	02q24.2	8314	0.169235	20.36	2.6933	1.9533		0																		1	
LY75-CD302	ENSG00000248672	02q24.2	5806	0.00356386	0.61	2.6973	1.9558		1														1			1		
TANC1	ENSG00000115183	02q24.2	7609	0.0722404	9.49	2.6962	1.9564		1							1										1		
TANK	ENSG00000136560	02q24.2	2771	0.0180119	6.50	2.6983	1.9573		0																		1	
GALNT3	ENSG00000115339	02q24.3	3542	0.0132922	3.75	2.6961	1.9585		0																		1	
SCN1A	ENSG00000144285	02q24.3	15264	0.10576	6.93	2.6954	1.9577		0																		1	
SCN9A	ENSG00000169432	02q24.3	10429	0.0699287	6.71	2.6961	1.9587		0																		1	
XIRP2	ENSG00000163092	02q24.3	13283	0.204392	15.39	2.6923	1.9588		0																		1	
ABCB11	ENSG00000073734	02q31.1	7046	0.107397	15.24	2.6826	1.9575		1											1						1	1	
CHN1	ENSG00000128656	02q31.1	4120	0.0130033	3.16	2.7046	1.9601		0																		1	
H3P6	ENSG00000235655	02q31.1	415			2.7034	1.9601		0																			A histone variant pseudogene, is infrequently altered by amplification in various cancer types.
HOXD11	ENSG00000128713	02q31.1	1713	0.045367	26.48	2.7090	1.9611		0																		1	
HOXD13	ENSG00000128714	02q31.1	2424	0.0190715	7.87	2.7089	1.9611		1														1			1	1	
HOXD4	ENSG00000170166	02q31.1	1144	0.0149297	13.05	2.7091	1.9609		0																		1	
HOXD9	ENSG00000128709	02q31.1	1879	0.0130033	6.92	2.7088	1.9613		0																		1	
LRP2	ENSG00000081479	02q31.1	16211	0.169717	10.47	2.6797	1.9568		0																		1	
SP3	ENSG00000172845	02q31.1	12455	0.0224427	1.80	2.7007	1.9584		0																		1	
WIPF1	ENSG00000115935	02q31.1	6683	0.0232133	3.47	2.7033	1.9599		0																		1	
CCDC141	ENSG00000163492	02q31.2	14170	0.0503757	3.56	2.6985	1.9602		0																		1	
ITGAV	ENSG00000138448	02q32.1	7340	0.0715662	9.75	2.7054	1.9555		0																		1	
COL3A1	ENSG00000168542	02q32.2	5694	0.0502793	8.83	2.7040	1.9594		0																		1	
MYO1B	ENSG00000128641	02q32.3	5326	0.0257176	4.83	2.7073	1.9612		0																		1	
AOX1	ENSG00000138356	02q33.1	5068	0.0367945	7.26	2.6722	1.9540		1												1					1		
CASP10	ENSG00000003400	02q33.1	6719	0.0167598	2.49	2.6701	1.9506		0																		1	
FZD7	ENSG00000155760	02q33.1	3863	0.0179156	4.64	2.6641	1.9474		0																		1	
